group: algebra

Paciente = {
	CPF_Paciente:string, email:string, nome:string, endereco_UF:string, endereco_rua:string, endereco_bairro:string, endereco_CEP:string, endereco_numero:string, endereco_cidade:string
"10000020064", "(77)92536-4111"
"10000020065", "(77)94861-4566"
"10000020066", "(77)90958-9883"
"10000020067", "(77)90998-6138"
"10000020068", "(77)90936-1821"
"10000020069", "(77)99571-8811"
"10000020070", "(77)98238-9701"
"10000020071", "(77)92579-1931"
"10000020072", "(77)98320-2312"
"10000020073", "(77)93044-2122"
"10000020074", "(77)99749-2113"
"10000020075", "(77)93853-7615"
"10000020076", "(77)91964-5033"
"10000020077", "(77)99485-1651"
"10000020078", "(77)91343-7868"
"10000020079", "(77)99562-9565"
"10000020080", "(77)95183-5272"
"10000020081", "(77)93346-6147"
"10000020082", "(77)93910-5351"
"10000020083", "(77)96484-3144"
"10000020084", "(77)94915-8491"
"10000020085", "(77)95180-2188"
"10000020086", "(77)90152-8508"
"10000020087", "(77)99224-2638"
"10000020088", "(77)91200-9808"
"10000020089", "(77)93492-9288"
"10000020090", "(77)94345-3170"
"10000020091", "(77)95718-2127"
"10000020092", "(77)94002-7054"
"10000020093", "(77)94669-3584"
"10000020094", "(77)97179-9900"
"10000020095", "(77)94956-9666"
"10000020096", "(77)90128-5905"
"10000020097", "(77)91697-3200"
"10000020098", "(77)94333-2891"
"10000020099", "(77)91753-3546"
"10000020100", "(77)94462-5616"
"10000020101", "(77)99909-4450"
"10000020102", "(77)95617-4335"
"10000020103", "(77)94325-9280"
"10000020104", "(77)98004-5114"
"10000020105", "(77)90832-2512"
"10000020106", "(77)96939-5533"
"10000020107", "(77)90722-1058"
"10000020108", "(77)95464-3143"
"10000020109", "(77)94291-3647"
"10000020110", "(77)97239-8007"
"10000020111", "(77)99189-1158"
"10000020112", "(77)91832-2232"
"10000020113", "(77)92442-9938"
"10000020114", "(77)90590-7049"
"10000020115", "(77)99543-3426"
"10000020116", "(77)97041-3088"
"10000020117", "(77)90685-6050"
"10000020118", "(77)95974-1653"
"10000020119", "(77)95862-4441"
"10000020120", "(77)94088-2684"
"10000020121", "(77)95794-7658"
"10000020122", "(77)92532-4878"
"10000020123", "(77)92662-3900"
"10000020124", "(77)96755-1406"
"10000020125", "(77)92938-6442"
"10000020126", "(77)96745-5065"
"10000020127", "(77)94371-3608"
"10000020128", "(77)91771-7267"
"10000020129", "(77)90634-8711"
"10000020130", "(77)93644-4269"
"10000020131", "(77)97541-6728"
"10000020132", "(77)95000-4728"
"10000020133", "(77)93652-1387"
"10000020134", "(77)93164-7528"
"10000020135", "(77)95378-5564"
"10000020136", "(77)91137-5573"
"10000020137", "(77)95753-9346"
"10000020138", "(77)96548-9785"
"10000020139", "(77)95425-1452"
"10000020140", "(77)91889-5279"
"10000020141", "(77)92925-5349"
"10000020142", "(77)90626-2776"
"10000020143", "(77)99774-8119"
"10000020144", "(77)95663-6139"
"10000020145", "(77)97149-9379"
"10000020146", "(77)91894-7311"
"10000020147", "(77)99446-4114"
"10000020148", "(77)94173-1727"
"10000020149", "(77)97144-1027"
"10000020150", "(77)98518-9821"
"10000020151", "(77)93228-6967"
"10000020152", "(77)97066-2146"
"10000020153", "(77)95409-6143"
"10000020154", "(77)92041-5920"
"10000020155", "(77)98308-6067"
"10000020156", "(77)96691-6344"
"10000020157", "(77)96592-5844"
"10000020158", "(77)99083-3085"
"10000020159", "(77)93143-7888"
"10000020160", "(77)96211-3851"
"10000020161", "(77)99324-5930"
"10000020162", "(77)96653-9977"
"10000020163", "(77)90006-5978"
"10000020164", "(77)94700-4443"
"10000020165", "(77)97043-6279"
"10000020166", "(77)97618-8238"
"10000020167", "(77)97244-4501"
"10000020168", "(77)98375-8752"
"10000020169", "(77)92780-2389"
"10000020170", "(77)94649-9445"
"10000020171", "(77)95491-2530"
"10000020172", "(77)93848-6085"
"10000020173", "(77)93680-4262"
"10000020174", "(77)92414-1400"
"10000020175", "(77)90757-5011"
"10000020176", "(77)97784-2193"
"10000020177", "(77)97461-7790"
"10000020178", "(77)99431-4185"
"10000020179", "(77)96291-9099"
"10000020180", "(77)96547-4997"
"10000020181", "(77)92417-1090"
"10000020182", "(77)91746-7965"
"10000020183", "(77)93585-3881"
"10000020184", "(77)98486-8611"
"10000020185", "(77)90822-5082"
"10000020186", "(77)91988-8478"
"10000020187", "(77)92184-8612"
"10000020188", "(77)98702-6198"
"10000020189", "(77)97251-9270"
"10000020190", "(77)96991-9976"
"10000020191", "(77)97305-3607"
"10000020192", "(77)97777-8373"
"10000020193", "(77)94246-5050"
"10000020194", "(77)94543-9540"
"10000020195", "(77)97939-4919"
}

Secretaria = {
	CPF_Secretaria:string, nome:string
"90011122233", "Jaqueline Rocha"
}

Dentista = {
	CPF_Dentista:string, nome:string, CRO:string, croUF:string, especialidade:string
"10101010101", "Dr. Juvenildo Silva Ferreira", "CRO1234", "BA", "Clínico Geral"
"20202020202", "Dra. Isis Carolina", "CRO5678", "BA", "Ortodôntico"
}

Procedimento = {
	idProcedimento:number, descricao:string, nome:string, tipoProcedimento:string
1, "Remoção de placa e polimento", "Limpeza (Profilaxia)", "Clínico"
2, "Restauração de cárie", "Restauração", "Clínico"
3, "Tratamento endodôntico de 1 canal", "Canal (1 canal)", "Clínico"
4, "Clareamento em consultório", "Clareamento", "Clínico"
5, "Avaliação clínica", "Consulta Inicial", "Clínico"
6, "Remoção de dente permanente", "Extração Simples", "Clínico"
7, "Instalação de aparelho fixo", "Aparelho - Instalação", "Ortodôntico"
8, "Ajustes periódicos do aparelho", "Ajuste Aparelho", "Ortodôntico"
}

Atendimento = {
	idAtendimento:number, data:date, observacao:string, valorTotal:number, parcelas:number, tipoAtendimento:string, CPF_Paciente:string, CPF_Secretaria:string
1, "2024-10-08", "Procedimento programado", 719.77, 1, "Presencial", "10000020015", "90011122233"
2, "2024-05-21", "Retorno", 722.98, 2, "Presencial", "10000020055", "90011122233"
3, "2025-03-06", "Procedimento programado", 669.53, 3, "Presencial", "10000020193", "90011122233"
4, "2025-07-05", "Atendimento agendado", 414.23, 1, "Remoto", "10000020150", "90011122233"
5, "2024-12-10", "Procedimento programado", 493.92, 1, "Remoto", "10000020181", "90011122233"
6, "2024-01-28", "Consulta", 245.12, 2, "Presencial", "10000020160", "90011122233"
7, "2024-08-04", "Procedimento programado", 676.18, 1, "Remoto", "10000020079", "90011122233"
8, "2024-01-20", "Atendimento agendado", 1295.09, 1, "Presencial", "10000020009", "90011122233"
9, "2024-06-05", "Retorno", 1079.02, 2, "Presencial", "10000020028", "90011122233"
10, "2024-04-27", "Retorno", 756.1, 1, "Presencial", "10000020075", "90011122233"
11, "2024-03-18", "Atendimento agendado", 1096.73, 1, "Presencial", "10000020172", "90011122233"
12, "2025-01-14", "Consulta", 375.14, 1, "Presencial", "10000020125", "90011122233"
13, "2025-10-12", "Procedimento programado", 398.66, 1, "Remoto", "10000020177", "90011122233"
14, "2025-08-29", "Urgência", 612.86, 1, "Presencial", "10000020078", "90011122233"
15, "2025-09-16", "Procedimento programado", 209.09, 1, "Remoto", "10000020082", "90011122233"
16, "2024-12-14", "Urgência", 697.4, 1, "Presencial", "10000020148", "90011122233"
17, "2025-05-02", "Procedimento programado", 568.84, 1, "Presencial", "10000020110", "90011122233"
18, "2025-08-18", "Urgência", 577.14, 3, "Remoto", "10000020117", "90011122233"
19, "2024-11-09", "Urgência", 193.66, 1, "Presencial", "10000020055", "90011122233"
20, "2025-05-10", "Urgência", 220.61, 3, "Remoto", "10000020181", "90011122233"
21, "2024-11-05", "Consulta", 465.02, 3, "Presencial", "10000020177", "90011122233"
22, "2024-05-09", "Procedimento programado", 305.53, 1, "Remoto", "10000020022", "90011122233"
23, "2024-09-15", "Procedimento programado", 163.8, 1, "Remoto", "10000020025", "90011122233"
24, "2024-11-07", "Consulta", 1083.01, 1, "Remoto", "10000020059", "90011122233"
25, "2024-11-08", "Atendimento agendado", 545.32, 1, "Presencial", "10000020154", "90011122233"
26, "2024-09-02", "Retorno", 567.03, 1, "Presencial", "10000020137", "90011122233"
27, "2024-10-25", "Consulta", 934.39, 1, "Remoto", "10000020055", "90011122233"
28, "2024-08-18", "Retorno", 496.28, 1, "Presencial", "10000020064", "90011122233"
29, "2024-10-22", "Procedimento programado", 535.68, 2, "Remoto", "10000020027", "90011122233"
30, "2025-03-18", "Urgência", 799.68, 1, "Presencial", "10000020150", "90011122233"
31, "2024-10-02", "Atendimento agendado", 962.91, 1, "Remoto", "10000020006", "90011122233"
32, "2024-12-22", "Procedimento programado", 570.26, 1, "Presencial", "10000020081", "90011122233"
33, "2025-02-14", "Atendimento agendado", 136.94, 2, "Presencial", "10000020005", "90011122233"
34, "2025-06-10", "Consulta", 438.83, 3, "Remoto", "10000020164", "90011122233"
35, "2025-05-25", "Procedimento programado", 378.59, 1, "Presencial", "10000020190", "90011122233"
36, "2025-05-11", "Consulta", 681.66, 3, "Presencial", "10000020003", "90011122233"
37, "2025-04-17", "Consulta", 594.42, 1, "Remoto", "10000020161", "90011122233"
38, "2024-05-28", "Procedimento programado", 304.91, 3, "Presencial", "10000020044", "90011122233"
39, "2024-09-30", "Consulta", 308.84, 1, "Remoto", "10000020068", "90011122233"
40, "2025-07-10", "Procedimento programado", 513.8, 1, "Presencial", "10000020112", "90011122233"
41, "2025-01-25", "Procedimento programado", 702.28, 1, "Remoto", "10000020165", "90011122233"
42, "2024-04-12", "Atendimento agendado", 402.12, 1, "Presencial", "10000020112", "90011122233"
43, "2024-12-12", "Atendimento agendado", 520.1, 2, "Presencial", "10000020173", "90011122233"
44, "2025-07-08", "Consulta", 1230.35, 1, "Presencial", "10000020154", "90011122233"
45, "2024-04-12", "Procedimento programado", 270.03, 1, "Presencial", "10000020038", "90011122233"
46, "2025-03-17", "Retorno", 604.55, 3, "Remoto", "10000020058", "90011122233"
47, "2024-05-26", "Retorno", 725.91, 1, "Remoto", "10000020114", "90011122233"
48, "2025-07-13", "Retorno", 767.15, 2, "Remoto", "10000020014", "90011122233"
49, "2025-05-09", "Consulta", 122.52, 2, "Remoto", "10000020056", "90011122233"
50, "2024-02-20", "Atendimento agendado", 527.46, 2, "Remoto", "10000020186", "90011122233"
51, "2024-09-13", "Retorno", 484.68, 1, "Presencial", "10000020156", "90011122233"
52, "2024-05-14", "Consulta", 639.88, 1, "Remoto", "10000020071", "90011122233"
53, "2025-06-27", "Atendimento agendado", 653.17, 1, "Remoto", "10000020065", "90011122233"
54, "2024-03-18", "Retorno", 1095.44, 1, "Remoto", "10000020189", "90011122233"
55, "2025-01-12", "Urgência", 68.77, 2, "Remoto", "10000020145", "90011122233"
56, "2024-12-01", "Atendimento agendado", 415.78, 1, "Remoto", "10000020052", "90011122233"
57, "2024-04-28", "Consulta", 552.86, 3, "Presencial", "10000020056", "90011122233"
58, "2025-07-07", "Procedimento programado", 1079.45, 1, "Remoto", "10000020146", "90011122233"
59, "2025-03-30", "Procedimento programado", 871.57, 1, "Presencial", "10000020056", "90011122233"
60, "2024-04-03", "Retorno", 791.62, 3, "Presencial", "10000020160", "90011122233"
61, "2024-07-29", "Consulta", 554.38, 3, "Presencial", "10000020191", "90011122233"
62, "2024-05-13", "Atendimento agendado", 122.99, 1, "Presencial", "10000020060", "90011122233"
63, "2024-02-23", "Retorno", 775.21, 2, "Presencial", "10000020185", "90011122233"
64, "2025-09-21", "Consulta", 798.94, 3, "Remoto", "10000020182", "90011122233"
65, "2025-03-12", "Consulta", 99.26, 2, "Presencial", "10000020121", "90011122233"
66, "2025-10-01", "Atendimento agendado", 1073.98, 1, "Remoto", "10000020136", "90011122233"
67, "2025-11-01", "Atendimento agendado", 304.2, 1, "Remoto", "10000020180", "90011122233"
68, "2025-02-12", "Procedimento programado", 330.73, 1, "Remoto", "10000020182", "90011122233"
69, "2025-04-30", "Consulta", 658.83, 1, "Presencial", "10000020019", "90011122233"
70, "2024-03-02", "Atendimento agendado", 1091.5, 3, "Remoto", "10000020139", "90011122233"
71, "2024-11-15", "Urgência", 685.46, 3, "Presencial", "10000020022", "90011122233"
72, "2025-07-23", "Urgência", 71.71, 1, "Presencial", "10000020025", "90011122233"
73, "2024-11-12", "Urgência", 156.41, 1, "Presencial", "10000020085", "90011122233"
74, "2024-02-01", "Consulta", 305.67, 3, "Presencial", "10000020187", "90011122233"
75, "2024-11-15", "Urgência", 615.83, 3, "Presencial", "10000020194", "90011122233"
76, "2024-03-24", "Urgência", 627.32, 2, "Remoto", "10000020109", "90011122233"
77, "2025-08-30", "Procedimento programado", 55.77, 1, "Presencial", "10000020130", "90011122233"
78, "2024-08-04", "Retorno", 423.04, 1, "Remoto", "10000020191", "90011122233"
79, "2024-06-28", "Retorno", 411.86, 3, "Presencial", "10000020093", "90011122233"
80, "2024-11-16", "Atendimento agendado", 315.28, 3, "Remoto", "10000020105", "90011122233"
81, "2025-04-16", "Urgência", 442.97, 2, "Presencial", "10000020018", "90011122233"
82, "2024-11-13", "Urgência", 729.44, 1, "Presencial", "10000020052", "90011122233"
83, "2024-12-25", "Retorno", 501.8, 1, "Presencial", "10000020056", "90011122233"
84, "2024-03-18", "Retorno", 1078.01, 2, "Remoto", "10000020193", "90011122233"
85, "2025-03-28", "Urgência", 396.31, 3, "Presencial", "10000020066", "90011122233"
86, "2024-02-28", "Urgência", 1217.04, 1, "Presencial", "10000020069", "90011122233"
87, "2025-10-29", "Retorno", 816.3, 3, "Remoto", "10000020078", "90011122233"
88, "2024-02-10", "Retorno", 686.22, 2, "Remoto", "10000020177", "90011122233"
89, "2025-09-04", "Consulta", 263.11, 1, "Presencial", "10000020157", "90011122233"
90, "2025-09-09", "Retorno", 146.71, 1, "Presencial", "10000020081", "90011122233"
91, "2024-03-27", "Urgência", 431.37, 2, "Remoto", "10000020139", "90011122233"
92, "2025-01-06", "Urgência", 799.98, 1, "Remoto", "10000020042", "90011122233"
93, "2024-03-20", "Urgência", 683.56, 3, "Presencial", "10000020021", "90011122233"
94, "2025-10-01", "Retorno", 777.19, 2, "Presencial", "10000020180", "90011122233"
95, "2024-10-18", "Procedimento programado", 325.88, 3, "Presencial", "10000020055", "90011122233"
96, "2025-03-27", "Procedimento programado", 751.8, 1, "Remoto", "10000020192", "90011122233"
97, "2025-01-15", "Atendimento agendado", 254.59, 3, "Presencial", "10000020022", "90011122233"
98, "2024-05-30", "Procedimento programado", 89.94, 1, "Remoto", "10000020019", "90011122233"
99, "2025-01-17", "Retorno", 748.12, 1, "Remoto", "10000020094", "90011122233"
100, "2025-10-27", "Urgência", 619.13, 1, "Presencial", "10000020033", "90011122233"
101, "2025-04-04", "Atendimento agendado", 461.6, 1, "Presencial", "10000010002", "90011122233"
102, "2025-09-15", "Atendimento agendado", 85.81, 1, "Remoto", "10000020104", "90011122233"
103, "2025-10-16", "Atendimento agendado", 588.91, 1, "Presencial", "10000020113", "90011122233"
104, "2025-03-15", "Consulta", 649.04, 1, "Presencial", "10000020153", "90011122233"
105, "2025-07-11", "Atendimento agendado", 526.75, 3, "Presencial", "10000020125", "90011122233"
106, "2024-09-16", "Consulta", 150.06, 1, "Remoto", "10000020087", "90011122233"
107, "2025-07-13", "Urgência", 736.36, 1, "Remoto", "10000020160", "90011122233"
108, "2024-02-14", "Retorno", 557.72, 1, "Remoto", "10000020006", "90011122233"
109, "2024-12-05", "Urgência", 304.28, 1, "Remoto", "10000020027", "90011122233"
110, "2025-05-23", "Procedimento programado", 372.96, 3, "Remoto", "10000020090", "90011122233"
111, "2025-07-12", "Urgência", 384.44, 1, "Presencial", "10000020078", "90011122233"
112, "2025-03-12", "Retorno", 511.14, 2, "Remoto", "10000020172", "90011122233"
113, "2024-10-08", "Consulta", 301.75, 2, "Remoto", "10000020015", "90011122233"
114, "2025-10-22", "Urgência", 1383.93, 2, "Presencial", "10000020088", "90011122233"
115, "2024-05-20", "Atendimento agendado", 1194.67, 2, "Remoto", "10000020089", "90011122233"
116, "2025-07-29", "Consulta", 200.13, 1, "Remoto", "10000020063", "90011122233"
117, "2024-03-16", "Procedimento programado", 1270.68, 2, "Presencial", "10000020040", "90011122233"
118, "2025-10-15", "Retorno", 227.55, 3, "Presencial", "10000020088", "90011122233"
119, "2024-01-27", "Urgência", 99.31, 3, "Remoto", "10000020137", "90011122233"
120, "2025-05-05", "Atendimento agendado", 387.48, 2, "Presencial", "10000020101", "90011122233"
121, "2025-06-13", "Urgência", 673.54, 3, "Presencial", "10000020028", "90011122233"
122, "2024-06-05", "Urgência", 998.56, 1, "Remoto", "10000020038", "90011122233"
123, "2025-07-18", "Urgência", 847.33, 1, "Presencial", "10000020028", "90011122233"
124, "2024-03-24", "Consulta", 1230.33, 3, "Remoto", "10000020160", "90011122233"
125, "2024-10-23", "Urgência", 566.46, 1, "Remoto", "10000020119", "90011122233"
126, "2025-03-26", "Procedimento programado", 696.11, 2, "Presencial", "10000020119", "90011122233"
127, "2024-12-19", "Procedimento programado", 141.89, 1, "Presencial", "10000020029", "90011122233"
128, "2024-09-10", "Retorno", 772.01, 1, "Remoto", "10000020020", "90011122233"
129, "2024-12-01", "Atendimento agendado", 424.07, 1, "Presencial", "10000020180", "90011122233"
130, "2025-05-24", "Consulta", 86.49, 2, "Remoto", "10000020019", "90011122233"
131, "2025-05-21", "Atendimento agendado", 996.09, 2, "Remoto", "10000020163", "90011122233"
132, "2024-02-16", "Procedimento programado", 339.76, 3, "Presencial", "10000020009", "90011122233"
133, "2025-07-17", "Urgência", 329.9, 3, "Presencial", "10000020155", "90011122233"
134, "2025-07-25", "Urgência", 736.95, 1, "Presencial", "10000020189", "90011122233"
135, "2025-04-12", "Retorno", 344.72, 3, "Presencial", "10000020151", "90011122233"
136, "2024-11-02", "Atendimento agendado", 1217.16, 3, "Remoto", "10000020082", "90011122233"
137, "2025-08-20", "Urgência", 487.64, 1, "Remoto", "10000020181", "90011122233"
138, "2025-06-20", "Atendimento agendado", 543.63, 2, "Presencial", "10000020194", "90011122233"
139, "2025-03-04", "Retorno", 1377.92, 1, "Remoto", "10000020101", "90011122233"
140, "2025-06-22", "Procedimento programado", 751.1, 1, "Remoto", "10000020076", "90011122233"
141, "2024-10-12", "Atendimento agendado", 287.78, 1, "Remoto", "10000020072", "90011122233"
142, "2025-07-27", "Urgência", 267.84, 1, "Remoto", "10000020069", "90011122233"
143, "2024-03-21", "Urgência", 749.77, 1, "Remoto", "10000020109", "90011122233"
144, "2024-10-05", "Retorno", 528.46, 3, "Presencial", "10000020023", "90011122233"
145, "2024-04-12", "Procedimento programado", 1313.06, 2, "Presencial", "10000020080", "90011122233"
146, "2025-05-03", "Retorno", 539.22, 1, "Remoto", "10000020189", "90011122233"
147, "2025-07-01", "Consulta", 189.73, 2, "Presencial", "10000020040", "90011122233"
148, "2024-10-23", "Consulta", 791.82, 1, "Presencial", "10000010003", "90011122233"
149, "2025-06-20", "Procedimento programado", 298.01, 3, "Remoto", "10000020030", "90011122233"
150, "2025-04-14", "Urgência", 984.06, 1, "Presencial", "10000020179", "90011122233"
151, "2025-02-19", "Procedimento programado", 786.26, 1, "Presencial", "10000020127", "90011122233"
152, "2024-11-27", "Retorno", 765.53, 1, "Remoto", "10000010002", "90011122233"
153, "2025-08-19", "Atendimento agendado", 720.63, 1, "Remoto", "10000010003", "90011122233"
154, "2025-05-29", "Urgência", 768.02, 1, "Remoto", "10000020172", "90011122233"
155, "2024-06-05", "Procedimento programado", 621.39, 3, "Remoto", "10000020187", "90011122233"
156, "2025-09-02", "Consulta", 671.58, 2, "Remoto", "10000020130", "90011122233"
157, "2024-07-26", "Atendimento agendado", 560.22, 1, "Presencial", "10000020133", "90011122233"
158, "2025-08-20", "Procedimento programado", 434.94, 3, "Remoto", "10000020019", "90011122233"
159, "2025-07-31", "Consulta", 724.57, 2, "Remoto", "10000020139", "90011122233"
160, "2025-03-09", "Urgência", 265.32, 1, "Presencial", "10000020175", "90011122233"
161, "2024-05-18", "Procedimento programado", 562.05, 2, "Remoto", "10000020091", "90011122233"
162, "2025-07-06", "Retorno", 595.89, 1, "Presencial", "10000020163", "90011122233"
163, "2024-01-04", "Consulta", 492.37, 2, "Remoto", "10000020072", "90011122233"
164, "2024-04-25", "Consulta", 125.67, 2, "Presencial", "10000020165", "90011122233"
165, "2025-04-02", "Atendimento agendado", 534.32, 1, "Presencial", "10000020168", "90011122233"
166, "2024-08-27", "Atendimento agendado", 789.27, 3, "Remoto", "10000020077", "90011122233"
167, "2024-08-14", "Procedimento programado", 1223.08, 1, "Presencial", "10000020072", "90011122233"
168, "2025-01-25", "Atendimento agendado", 187.91, 2, "Remoto", "10000020077", "90011122233"
169, "2025-04-29", "Retorno", 775.84, 1, "Presencial", "10000020053", "90011122233"
170, "2025-06-26", "Retorno", 741.67, 1, "Remoto", "10000020095", "90011122233"
171, "2024-04-04", "Atendimento agendado", 705.22, 1, "Presencial", "10000020181", "90011122233"
172, "2025-08-24", "Atendimento agendado", 208.86, 2, "Presencial", "10000020051", "90011122233"
173, "2024-04-30", "Procedimento programado", 631.64, 3, "Presencial", "10000020058", "90011122233"
174, "2025-04-22", "Atendimento agendado", 399.5, 1, "Remoto", "10000020162", "90011122233"
175, "2025-04-25", "Urgência", 605.94, 1, "Remoto", "10000020048", "90011122233"
176, "2024-09-24", "Atendimento agendado", 297.4, 3, "Remoto", "10000020145", "90011122233"
177, "2025-08-06", "Retorno", 395.62, 3, "Remoto", "10000020123", "90011122233"
178, "2024-12-26", "Retorno", 679.3, 3, "Remoto", "10000020031", "90011122233"
179, "2024-02-19", "Consulta", 214.04, 1, "Presencial", "10000020101", "90011122233"
180, "2025-01-17", "Consulta", 117.5, 3, "Remoto", "10000020154", "90011122233"
181, "2024-10-08", "Atendimento agendado", 443.29, 1, "Remoto", "10000020069", "90011122233"
182, "2024-07-15", "Atendimento agendado", 329.79, 1, "Remoto", "10000020130", "90011122233"
183, "2025-04-15", "Atendimento agendado", 584.66, 1, "Remoto", "10000020058", "90011122233"
184, "2025-10-14", "Consulta", 474.39, 1, "Presencial", "10000020175", "90011122233"
185, "2025-06-24", "Consulta", 563.32, 1, "Remoto", "10000020054", "90011122233"
186, "2025-07-10", "Atendimento agendado", 490.28, 1, "Presencial", "10000020164", "90011122233"
187, "2025-02-11", "Consulta", 763.47, 1, "Presencial", "10000020072", "90011122233"
188, "2024-02-24", "Consulta", 72.22, 1, "Presencial", "10000020107", "90011122233"
189, "2025-04-06", "Procedimento programado", 114.27, 1, "Remoto", "10000020054", "90011122233"
190, "2024-10-29", "Retorno", 583.76, 1, "Presencial", "10000020178", "90011122233"
191, "2024-06-06", "Procedimento programado", 383.55, 1, "Presencial", "10000020077", "90011122233"
192, "2024-04-14", "Retorno", 69.7, 1, "Remoto", "10000020018", "90011122233"
193, "2025-07-21", "Consulta", 360.36, 3, "Remoto", "10000020148", "90011122233"
194, "2025-07-26", "Retorno", 573.97, 3, "Presencial", "10000020142", "90011122233"
195, "2024-06-20", "Procedimento programado", 238.77, 2, "Remoto", "10000020066", "90011122233"
196, "2025-10-02", "Procedimento programado", 278.49, 3, "Presencial", "10000020148", "90011122233"
197, "2024-12-06", "Atendimento agendado", 275.33, 1, "Remoto", "10000020093", "90011122233"
198, "2024-07-24", "Procedimento programado", 775.82, 1, "Remoto", "10000020076", "90011122233"
199, "2024-11-29", "Procedimento programado", 561.28, 2, "Remoto", "10000020067", "90011122233"
200, "2024-01-28", "Procedimento programado", 554.73, 1, "Remoto", "10000020177", "90011122233"
201, "2025-10-10", "Urgência", 556.25, 1, "Presencial", "10000020057", "90011122233"
202, "2025-03-04", "Atendimento agendado", 174.75, 1, "Presencial", "10000020005", "90011122233"
203, "2024-02-15", "Atendimento agendado", 123.95, 2, "Remoto", "10000020161", "90011122233"
204, "2025-06-06", "Atendimento agendado", 397.3, 3, "Presencial", "10000020138", "90011122233"
205, "2025-08-25", "Atendimento agendado", 361.98, 1, "Presencial", "10000020034", "90011122233"
206, "2024-04-28", "Retorno", 311.23, 1, "Remoto", "10000020085", "90011122233"
207, "2025-03-24", "Procedimento programado", 686.89, 1, "Remoto", "10000020077", "90011122233"
208, "2024-04-21", "Retorno", 1118.21, 1, "Presencial", "10000020185", "90011122233"
209, "2024-07-07", "Retorno", 494.15, 2, "Remoto", "10000020159", "90011122233"
210, "2024-01-05", "Retorno", 459.81, 1, "Presencial", "10000020048", "90011122233"
211, "2025-05-16", "Atendimento agendado", 971.24, 1, "Remoto", "10000020159", "90011122233"
212, "2024-10-31", "Atendimento agendado", 279.04, 1, "Presencial", "10000020147", "90011122233"
213, "2025-01-17", "Retorno", 833.46, 2, "Remoto", "10000020126", "90011122233"
214, "2024-10-22", "Retorno", 960.23, 1, "Remoto", "10000020043", "90011122233"
215, "2025-07-29", "Atendimento agendado", 758.05, 2, "Remoto", "10000020163", "90011122233"
216, "2024-02-01", "Retorno", 635.56, 1, "Remoto", "10000020070", "90011122233"
217, "2025-05-22", "Atendimento agendado", 620.0, 1, "Presencial", "10000020126", "90011122233"
218, "2025-07-13", "Retorno", 247.11, 1, "Presencial", "10000020104", "90011122233"
219, "2025-03-25", "Consulta", 834.64, 1, "Presencial", "10000020194", "90011122233"
220, "2025-08-06", "Urgência", 479.55, 1, "Presencial", "10000020132", "90011122233"
221, "2024-04-07", "Retorno", 237.26, 2, "Presencial", "10000020188", "90011122233"
222, "2024-11-25", "Retorno", 331.38, 2, "Remoto", "10000020190", "90011122233"
223, "2025-10-10", "Consulta", 1464.37, 3, "Remoto", "10000020099", "90011122233"
224, "2024-04-05", "Procedimento programado", 1027.5, 1, "Presencial", "10000020158", "90011122233"
225, "2024-12-11", "Atendimento agendado", 124.68, 1, "Remoto", "10000020143", "90011122233"
226, "2024-01-17", "Consulta", 796.77, 2, "Remoto", "10000020036", "90011122233"
227, "2025-10-27", "Urgência", 459.08, 1, "Presencial", "10000020036", "90011122233"
228, "2024-08-27", "Procedimento programado", 108.45, 1, "Presencial", "10000020163", "90011122233"
229, "2024-08-19", "Atendimento agendado", 791.12, 2, "Presencial", "10000020170", "90011122233"
230, "2024-05-15", "Procedimento programado", 285.01, 1, "Remoto", "10000020014", "90011122233"
231, "2024-05-20", "Procedimento programado", 380.07, 1, "Presencial", "10000020194", "90011122233"
232, "2024-08-06", "Retorno", 155.01, 3, "Remoto", "10000020101", "90011122233"
233, "2025-08-26", "Procedimento programado", 533.47, 2, "Remoto", "10000020085", "90011122233"
234, "2025-07-20", "Atendimento agendado", 475.74, 3, "Remoto", "10000020149", "90011122233"
235, "2024-09-02", "Procedimento programado", 790.16, 1, "Presencial", "10000020094", "90011122233"
236, "2024-05-15", "Procedimento programado", 1256.36, 2, "Remoto", "10000020141", "90011122233"
237, "2024-09-25", "Retorno", 898.08, 1, "Remoto", "10000020006", "90011122233"
238, "2025-09-22", "Retorno", 452.29, 1, "Remoto", "10000020067", "90011122233"
239, "2025-08-23", "Consulta", 743.47, 2, "Presencial", "10000020075", "90011122233"
240, "2025-04-09", "Atendimento agendado", 232.37, 1, "Remoto", "10000020151", "90011122233"
241, "2025-06-19", "Atendimento agendado", 599.7, 1, "Presencial", "10000020180", "90011122233"
242, "2024-01-31", "Urgência", 391.4, 1, "Presencial", "10000020105", "90011122233"
243, "2024-02-26", "Procedimento programado", 720.7, 1, "Remoto", "10000020141", "90011122233"
244, "2024-04-28", "Retorno", 84.49, 3, "Presencial", "10000020185", "90011122233"
245, "2025-01-27", "Retorno", 362.19, 1, "Remoto", "10000020041", "90011122233"
246, "2024-11-23", "Urgência", 217.39, 3, "Remoto", "10000020015", "90011122233"
247, "2024-02-17", "Procedimento programado", 464.82, 2, "Remoto", "10000020013", "90011122233"
248, "2025-01-12", "Retorno", 925.56, 3, "Remoto", "10000020070", "90011122233"
